,X,Y,XYIndex,Category,Description
161,-122.50918092718369,37.72357252819719,161.0,OTHER OFFENSES,OTHER OFFENSES
162,-122.50918092718369,37.72469349289602,162.0,NON-CRIMINAL,NON-CRIMINAL
163,-122.50918092718369,37.72581445759486,163.0,OTHER OFFENSES,OTHER OFFENSES
164,-122.50918092718369,37.7269354222937,164.0,LARCENY/THEFT,LARCENY/THEFT
165,-122.50918092718369,37.728056386992534,165.0,VEHICLE THEFT,VEHICLE THEFT
166,-122.50918092718369,37.72917735169137,166.0,NON-CRIMINAL,NON-CRIMINAL
167,-122.50918092718369,37.730298316390204,167.0,VEHICLE THEFT,VEHICLE THEFT
168,-122.50918092718369,37.73141928108904,168.0,OTHER OFFENSES,OTHER OFFENSES
169,-122.50918092718369,37.732540245787874,169.0,VEHICLE THEFT,VEHICLE THEFT
170,-122.50918092718369,37.73366121048671,170.0,LARCENY/THEFT,LARCENY/THEFT
171,-122.50918092718369,37.73478217518554,171.0,VEHICLE THEFT,VEHICLE THEFT
172,-122.50918092718369,37.73590313988438,172.0,LARCENY/THEFT,LARCENY/THEFT
173,-122.50918092718369,37.73702410458321,173.0,,
174,-122.50918092718369,37.73814506928205,174.0,,
175,-122.50918092718369,37.73926603398088,175.0,OTHER OFFENSES,OTHER OFFENSES
176,-122.50918092718369,37.74038699867972,176.0,VEHICLE THEFT,VEHICLE THEFT
177,-122.50918092718369,37.74150796337855,177.0,LARCENY/THEFT,LARCENY/THEFT
178,-122.50918092718369,37.74262892807739,178.0,LARCENY/THEFT,LARCENY/THEFT
179,-122.50918092718369,37.74374989277622,179.0,LARCENY/THEFT,LARCENY/THEFT
180,-122.50918092718369,37.74487085747506,180.0,,
181,-122.50918092718369,37.74599182217389,181.0,,
182,-122.50918092718369,37.74711278687273,182.0,,
183,-122.50918092718369,37.74823375157156,183.0,,
184,-122.50918092718369,37.749354716270396,184.0,,
185,-122.50918092718369,37.75047568096923,185.0,,
186,-122.50918092718369,37.751596645668066,186.0,,
187,-122.50918092718369,37.7527176103669,187.0,,
188,-122.50918092718369,37.753838575065735,188.0,,
189,-122.50918092718369,37.75495953976457,189.0,,
190,-122.50918092718369,37.756080504463405,190.0,,
191,-122.50918092718369,37.75720146916224,191.0,,
192,-122.50918092718369,37.758322433861075,192.0,,
193,-122.50918092718369,37.760564363258744,193.0,,
194,-122.50918092718369,37.76168532795758,194.0,,
195,-122.50918092718369,37.762806292656414,195.0,,
196,-122.5076938814816,37.7078790224135,196.0,,
197,-122.5076938814816,37.708999987112335,197.0,,
198,-122.5076938814816,37.71012095181117,198.0,,
199,-122.5076938814816,37.711241916510005,199.0,,
200,-122.5076938814816,37.71236288120884,200.0,LARCENY/THEFT,LARCENY/THEFT
201,-122.5076938814816,37.713483845907675,201.0,,
202,-122.5076938814816,37.71460481060651,202.0,LARCENY/THEFT,LARCENY/THEFT
203,-122.5076938814816,37.715725775305344,203.0,,
204,-122.5076938814816,37.71684674000418,204.0,,
205,-122.5076938814816,37.717967704703014,205.0,LARCENY/THEFT,LARCENY/THEFT
206,-122.5076938814816,37.71908866940185,206.0,LARCENY/THEFT,LARCENY/THEFT
207,-122.5076938814816,37.720209634100684,207.0,LARCENY/THEFT,LARCENY/THEFT
208,-122.5076938814816,37.72133059879952,208.0,LARCENY/THEFT,LARCENY/THEFT
209,-122.5076938814816,37.72245156349835,209.0,LARCENY/THEFT,LARCENY/THEFT
210,-122.5076938814816,37.72357252819719,210.0,VEHICLE THEFT,VEHICLE THEFT
211,-122.5076938814816,37.72469349289602,211.0,ASSAULT,ASSAULT
212,-122.5076938814816,37.72581445759486,212.0,LARCENY/THEFT,LARCENY/THEFT
213,-122.5076938814816,37.7269354222937,213.0,LARCENY/THEFT,LARCENY/THEFT
214,-122.5076938814816,37.728056386992534,214.0,NON-CRIMINAL,NON-CRIMINAL
215,-122.5076938814816,37.72917735169137,215.0,VEHICLE THEFT,VEHICLE THEFT
216,-122.5076938814816,37.730298316390204,216.0,ASSAULT,ASSAULT
217,-122.5076938814816,37.73141928108904,217.0,LARCENY/THEFT,LARCENY/THEFT
218,-122.5076938814816,37.732540245787874,218.0,LARCENY/THEFT,LARCENY/THEFT
219,-122.5076938814816,37.73366121048671,219.0,NON-CRIMINAL,NON-CRIMINAL
220,-122.5076938814816,37.73478217518554,220.0,ASSAULT,ASSAULT
221,-122.5076938814816,37.73590313988438,221.0,LARCENY/THEFT,LARCENY/THEFT
222,-122.5076938814816,37.73702410458321,222.0,LARCENY/THEFT,LARCENY/THEFT
223,-122.5076938814816,37.73814506928205,223.0,VANDALISM,VANDALISM
224,-122.5076938814816,37.73926603398088,224.0,LARCENY/THEFT,LARCENY/THEFT
225,-122.5076938814816,37.74038699867972,225.0,OTHER OFFENSES,OTHER OFFENSES
226,-122.5076938814816,37.74150796337855,226.0,VANDALISM,VANDALISM
227,-122.5076938814816,37.74262892807739,227.0,OTHER OFFENSES,OTHER OFFENSES
228,-122.5076938814816,37.74374989277622,228.0,NON-CRIMINAL,NON-CRIMINAL
229,-122.5076938814816,37.74487085747506,229.0,,
230,-122.5076938814816,37.74599182217389,230.0,VEHICLE THEFT,VEHICLE THEFT
231,-122.5076938814816,37.74711278687273,231.0,,
232,-122.5076938814816,37.74823375157156,232.0,,
233,-122.5076938814816,37.749354716270396,233.0,,
234,-122.5076938814816,37.75047568096923,234.0,,
235,-122.5076938814816,37.751596645668066,235.0,,
236,-122.5076938814816,37.7527176103669,236.0,,
237,-122.5076938814816,37.753838575065735,237.0,,
238,-122.5076938814816,37.75495953976457,238.0,,
239,-122.5076938814816,37.756080504463405,239.0,,
240,-122.5076938814816,37.75720146916224,240.0,,
241,-122.5076938814816,37.758322433861075,241.0,,
242,-122.5076938814816,37.760564363258744,242.0,,
243,-122.5076938814816,37.76168532795758,243.0,,
244,-122.5076938814816,37.762806292656414,244.0,,
245,-122.5062068357795,37.7078790224135,245.0,,
246,-122.5062068357795,37.708999987112335,246.0,,
247,-122.5062068357795,37.71012095181117,247.0,LARCENY/THEFT,LARCENY/THEFT
248,-122.5062068357795,37.711241916510005,248.0,,
249,-122.5062068357795,37.71236288120884,249.0,,
250,-122.5062068357795,37.713483845907675,250.0,,
251,-122.5062068357795,37.71460481060651,251.0,,
252,-122.5062068357795,37.715725775305344,252.0,LARCENY/THEFT,LARCENY/THEFT
253,-122.5062068357795,37.71684674000418,253.0,,
254,-122.5062068357795,37.717967704703014,254.0,NON-CRIMINAL,NON-CRIMINAL
255,-122.5062068357795,37.71908866940185,255.0,LARCENY/THEFT,LARCENY/THEFT
256,-122.5062068357795,37.720209634100684,256.0,LARCENY/THEFT,LARCENY/THEFT
257,-122.5062068357795,37.72133059879952,257.0,LARCENY/THEFT,LARCENY/THEFT
258,-122.5062068357795,37.72245156349835,258.0,NON-CRIMINAL,NON-CRIMINAL
259,-122.5062068357795,37.72357252819719,259.0,NON-CRIMINAL,NON-CRIMINAL
260,-122.5062068357795,37.72469349289602,260.0,NON-CRIMINAL,NON-CRIMINAL
261,-122.5062068357795,37.72581445759486,261.0,LARCENY/THEFT,LARCENY/THEFT
262,-122.5062068357795,37.7269354222937,262.0,LARCENY/THEFT,LARCENY/THEFT
263,-122.5062068357795,37.728056386992534,263.0,,
264,-122.5062068357795,37.72917735169137,264.0,ASSAULT,ASSAULT
265,-122.5062068357795,37.730298316390204,265.0,VANDALISM,VANDALISM
266,-122.5062068357795,37.73141928108904,266.0,LARCENY/THEFT,LARCENY/THEFT
267,-122.5062068357795,37.732540245787874,267.0,VEHICLE THEFT,VEHICLE THEFT
268,-122.5062068357795,37.73366121048671,268.0,LARCENY/THEFT,LARCENY/THEFT
269,-122.5062068357795,37.73478217518554,269.0,VEHICLE THEFT,VEHICLE THEFT
270,-122.5062068357795,37.73590313988438,270.0,VEHICLE THEFT,VEHICLE THEFT
271,-122.5062068357795,37.73702410458321,271.0,,
272,-122.5062068357795,37.73814506928205,272.0,LARCENY/THEFT,LARCENY/THEFT
273,-122.5062068357795,37.73926603398088,273.0,LARCENY/THEFT,LARCENY/THEFT
274,-122.5062068357795,37.74038699867972,274.0,LARCENY/THEFT,LARCENY/THEFT
275,-122.5062068357795,37.74150796337855,275.0,NON-CRIMINAL,NON-CRIMINAL
276,-122.5062068357795,37.74262892807739,276.0,VEHICLE THEFT,VEHICLE THEFT
277,-122.5062068357795,37.74374989277622,277.0,LARCENY/THEFT,LARCENY/THEFT
278,-122.5062068357795,37.74487085747506,278.0,,
279,-122.5062068357795,37.74599182217389,279.0,LARCENY/THEFT,LARCENY/THEFT
280,-122.5062068357795,37.74711278687273,280.0,,
281,-122.5062068357795,37.74823375157156,281.0,,
282,-122.5062068357795,37.749354716270396,282.0,,
283,-122.5062068357795,37.75047568096923,283.0,,
284,-122.5062068357795,37.751596645668066,284.0,,
285,-122.5062068357795,37.7527176103669,285.0,,
286,-122.5062068357795,37.753838575065735,286.0,,
287,-122.5062068357795,37.75495953976457,287.0,,
288,-122.5062068357795,37.756080504463405,288.0,,
289,-122.5062068357795,37.75720146916224,289.0,,
290,-122.5062068357795,37.758322433861075,290.0,,
291,-122.5062068357795,37.760564363258744,291.0,,
292,-122.5062068357795,37.76168532795758,292.0,,
293,-122.5062068357795,37.762806292656414,293.0,,
294,-122.5047197900774,37.7078790224135,294.0,,
295,-122.5047197900774,37.708999987112335,295.0,,
296,-122.5047197900774,37.71012095181117,296.0,,
297,-122.5047197900774,37.711241916510005,297.0,,
298,-122.5047197900774,37.71236288120884,298.0,,
299,-122.5047197900774,37.713483845907675,299.0,,
300,-122.5047197900774,37.71460481060651,300.0,,
301,-122.5047197900774,37.715725775305344,301.0,,
302,-122.5047197900774,37.71684674000418,302.0,,
303,-122.5047197900774,37.717967704703014,303.0,LARCENY/THEFT,LARCENY/THEFT
304,-122.5047197900774,37.71908866940185,304.0,OTHER OFFENSES,OTHER OFFENSES
305,-122.5047197900774,37.720209634100684,305.0,OTHER OFFENSES,OTHER OFFENSES
306,-122.5047197900774,37.72133059879952,306.0,OTHER OFFENSES,OTHER OFFENSES
307,-122.5047197900774,37.72245156349835,307.0,OTHER OFFENSES,OTHER OFFENSES
308,-122.5047197900774,37.72357252819719,308.0,NON-CRIMINAL,NON-CRIMINAL
309,-122.5047197900774,37.72469349289602,309.0,OTHER OFFENSES,OTHER OFFENSES
310,-122.5047197900774,37.72581445759486,310.0,OTHER OFFENSES,OTHER OFFENSES
311,-122.5047197900774,37.7269354222937,311.0,OTHER OFFENSES,OTHER OFFENSES
312,-122.5047197900774,37.728056386992534,312.0,LARCENY/THEFT,LARCENY/THEFT
313,-122.5047197900774,37.72917735169137,313.0,LARCENY/THEFT,LARCENY/THEFT
314,-122.5047197900774,37.730298316390204,314.0,VEHICLE THEFT,VEHICLE THEFT
315,-122.5047197900774,37.73141928108904,315.0,VEHICLE THEFT,VEHICLE THEFT
316,-122.5047197900774,37.732540245787874,316.0,LARCENY/THEFT,LARCENY/THEFT
317,-122.5047197900774,37.73366121048671,317.0,LARCENY/THEFT,LARCENY/THEFT
318,-122.5047197900774,37.73478217518554,318.0,LARCENY/THEFT,LARCENY/THEFT
319,-122.5047197900774,37.73590313988438,319.0,LARCENY/THEFT,LARCENY/THEFT
320,-122.5047197900774,37.73702410458321,320.0,,
321,-122.5047197900774,37.73814506928205,321.0,LARCENY/THEFT,LARCENY/THEFT
322,-122.5047197900774,37.73926603398088,322.0,VEHICLE THEFT,VEHICLE THEFT
323,-122.5047197900774,37.74038699867972,323.0,MISSING PERSON,MISSING PERSON
324,-122.5047197900774,37.74150796337855,324.0,NON-CRIMINAL,NON-CRIMINAL
325,-122.5047197900774,37.74262892807739,325.0,NON-CRIMINAL,NON-CRIMINAL
326,-122.5047197900774,37.74374989277622,326.0,LARCENY/THEFT,LARCENY/THEFT
327,-122.5047197900774,37.74487085747506,327.0,OTHER OFFENSES,OTHER OFFENSES
328,-122.5047197900774,37.74599182217389,328.0,,
329,-122.5047197900774,37.74711278687273,329.0,LARCENY/THEFT,LARCENY/THEFT
330,-122.5047197900774,37.74823375157156,330.0,,
331,-122.5047197900774,37.749354716270396,331.0,,
332,-122.5047197900774,37.75047568096923,332.0,,
333,-122.5047197900774,37.751596645668066,333.0,,
334,-122.5047197900774,37.7527176103669,334.0,,
335,-122.5047197900774,37.753838575065735,335.0,,
336,-122.5047197900774,37.75495953976457,336.0,,
337,-122.5047197900774,37.756080504463405,337.0,,
338,-122.5047197900774,37.75720146916224,338.0,,
339,-122.5047197900774,37.758322433861075,339.0,,
340,-122.5047197900774,37.760564363258744,340.0,,
341,-122.5047197900774,37.76168532795758,341.0,,
342,-122.5047197900774,37.762806292656414,342.0,,
343,-122.5032327443753,37.7078790224135,343.0,,
344,-122.5032327443753,37.708999987112335,344.0,,
345,-122.5032327443753,37.71012095181117,345.0,LARCENY/THEFT,LARCENY/THEFT
346,-122.5032327443753,37.711241916510005,346.0,,
347,-122.5032327443753,37.71236288120884,347.0,,
348,-122.5032327443753,37.713483845907675,348.0,,
349,-122.5032327443753,37.71460481060651,349.0,,
350,-122.5032327443753,37.715725775305344,350.0,,
351,-122.5032327443753,37.71684674000418,351.0,,
352,-122.5032327443753,37.717967704703014,352.0,NON-CRIMINAL,NON-CRIMINAL
353,-122.5032327443753,37.71908866940185,353.0,LARCENY/THEFT,LARCENY/THEFT
354,-122.5032327443753,37.720209634100684,354.0,LARCENY/THEFT,LARCENY/THEFT
355,-122.5032327443753,37.72133059879952,355.0,LARCENY/THEFT,LARCENY/THEFT
356,-122.5032327443753,37.72245156349835,356.0,OTHER OFFENSES,OTHER OFFENSES
357,-122.5032327443753,37.72357252819719,357.0,VEHICLE THEFT,VEHICLE THEFT
358,-122.5032327443753,37.72469349289602,358.0,NON-CRIMINAL,NON-CRIMINAL
359,-122.5032327443753,37.72581445759486,359.0,LARCENY/THEFT,LARCENY/THEFT
360,-122.5032327443753,37.7269354222937,360.0,LARCENY/THEFT,LARCENY/THEFT
361,-122.5032327443753,37.728056386992534,361.0,LARCENY/THEFT,LARCENY/THEFT
362,-122.5032327443753,37.72917735169137,362.0,LARCENY/THEFT,LARCENY/THEFT
363,-122.5032327443753,37.730298316390204,363.0,NON-CRIMINAL,NON-CRIMINAL
364,-122.5032327443753,37.73141928108904,364.0,LARCENY/THEFT,LARCENY/THEFT
365,-122.5032327443753,37.732540245787874,365.0,OTHER OFFENSES,OTHER OFFENSES
366,-122.5032327443753,37.73366121048671,366.0,VEHICLE THEFT,VEHICLE THEFT
367,-122.5032327443753,37.73478217518554,367.0,LARCENY/THEFT,LARCENY/THEFT
368,-122.5032327443753,37.73590313988438,368.0,OTHER OFFENSES,OTHER OFFENSES
369,-122.5032327443753,37.73702410458321,369.0,,
370,-122.5032327443753,37.73814506928205,370.0,,
371,-122.5032327443753,37.73926603398088,371.0,OTHER OFFENSES,OTHER OFFENSES
372,-122.5032327443753,37.74038699867972,372.0,NON-CRIMINAL,NON-CRIMINAL
373,-122.5032327443753,37.74150796337855,373.0,ASSAULT,ASSAULT
374,-122.5032327443753,37.74262892807739,374.0,LARCENY/THEFT,LARCENY/THEFT
375,-122.5032327443753,37.74374989277622,375.0,OTHER OFFENSES,OTHER OFFENSES
376,-122.5032327443753,37.74487085747506,376.0,LARCENY/THEFT,LARCENY/THEFT
377,-122.5032327443753,37.74599182217389,377.0,LARCENY/THEFT,LARCENY/THEFT
378,-122.5032327443753,37.74711278687273,378.0,LARCENY/THEFT,LARCENY/THEFT
379,-122.5032327443753,37.74823375157156,379.0,,
380,-122.5032327443753,37.749354716270396,380.0,,
381,-122.5032327443753,37.75047568096923,381.0,,
382,-122.5032327443753,37.751596645668066,382.0,,
383,-122.5032327443753,37.7527176103669,383.0,,
384,-122.5032327443753,37.753838575065735,384.0,,
385,-122.5032327443753,37.75495953976457,385.0,,
386,-122.5032327443753,37.756080504463405,386.0,,
387,-122.5032327443753,37.75720146916224,387.0,,
388,-122.5032327443753,37.758322433861075,388.0,,
389,-122.5032327443753,37.760564363258744,389.0,,
390,-122.5032327443753,37.76168532795758,390.0,,
391,-122.5032327443753,37.762806292656414,391.0,,
392,-122.5017456986732,37.7078790224135,392.0,,
393,-122.5017456986732,37.708999987112335,393.0,,
394,-122.5017456986732,37.71012095181117,394.0,,
395,-122.5017456986732,37.711241916510005,395.0,,
396,-122.5017456986732,37.71236288120884,396.0,,
397,-122.5017456986732,37.713483845907675,397.0,,
398,-122.5017456986732,37.71460481060651,398.0,,
399,-122.5017456986732,37.715725775305344,399.0,,
400,-122.5017456986732,37.71684674000418,400.0,,
401,-122.5017456986732,37.717967704703014,401.0,LARCENY/THEFT,LARCENY/THEFT
402,-122.5017456986732,37.71908866940185,402.0,VANDALISM,VANDALISM
403,-122.5017456986732,37.720209634100684,403.0,LARCENY/THEFT,LARCENY/THEFT
404,-122.5017456986732,37.72133059879952,404.0,LARCENY/THEFT,LARCENY/THEFT
405,-122.5017456986732,37.72245156349835,405.0,LARCENY/THEFT,LARCENY/THEFT
406,-122.5017456986732,37.72357252819719,406.0,VEHICLE THEFT,VEHICLE THEFT
407,-122.5017456986732,37.72469349289602,407.0,OTHER OFFENSES,OTHER OFFENSES
408,-122.5017456986732,37.72581445759486,408.0,OTHER OFFENSES,OTHER OFFENSES
409,-122.5017456986732,37.7269354222937,409.0,LARCENY/THEFT,LARCENY/THEFT
410,-122.5017456986732,37.728056386992534,410.0,LARCENY/THEFT,LARCENY/THEFT
411,-122.5017456986732,37.72917735169137,411.0,VEHICLE THEFT,VEHICLE THEFT
412,-122.5017456986732,37.730298316390204,412.0,LARCENY/THEFT,LARCENY/THEFT
413,-122.5017456986732,37.73141928108904,413.0,LARCENY/THEFT,LARCENY/THEFT
414,-122.5017456986732,37.732540245787874,414.0,LARCENY/THEFT,LARCENY/THEFT
415,-122.5017456986732,37.73366121048671,415.0,NON-CRIMINAL,NON-CRIMINAL
416,-122.5017456986732,37.73478217518554,416.0,NON-CRIMINAL,NON-CRIMINAL
